year,state,district,block,school_code,school_name,grade,subject,level,percentage,n_students,is_simulated
2016,West Bengal,West Bengal,Block 8,WESBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,5,reading,story,50.9,195,True
2016,West Bengal,West Bengal,Block 9,WESBLO0028,Govt Middle School Block 9 Pura 28,5,math,division,30.8,98,True
2016,West Bengal,West Bengal,Block 9,WESBLO0028,Govt Middle School Block 9 Pura 28,5,reading,story,51.1,98,True
2016,West Bengal,West Bengal,Block 10,WESBLO0029,Govt Elementary School Block 10 Chak 29,5,math,division,18.9,47,True
2016,West Bengal,West Bengal,Block 10,WESBLO0029,Govt Elementary School Block 10 Chak 29,5,reading,story,54.0,47,True
2016,West Bengal,West Bengal,Block 1,WESBLO0030,Govt Primary School Block 1 Tola 30,5,math,division,32.8,95,True
2016,West Bengal,West Bengal,Block 1,WESBLO0030,Govt Primary School Block 1 Tola 30,5,reading,story,52.0,95,True
2016,West Bengal,West Bengal,Block 2,WESBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,math,division,43.7,83,True
2016,West Bengal,West Bengal,Block 2,WESBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,reading,story,44.6,83,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0000,Govt Primary School Block 1 Tola 0,3,math,subtraction,27.5,70,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0001,Govt Upper Primary School Block 2 Purwa 1,3,math,subtraction,44.1,243,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,3,math,subtraction,31.5,156,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0003,Govt Middle School Block 4 Colony 3,3,math,subtraction,49.0,249,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0004,Govt Elementary School Block 5 Ward 4,3,math,subtraction,26.2,67,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0005,Govt Primary School Block 6 Basti 5,3,math,subtraction,30.7,76,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0006,Govt Upper Primary School Block 7 Khurd 6,3,math,subtraction,42.4,243,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,3,math,subtraction,24.6,143,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0008,Govt Middle School Block 9 Pura 8,3,math,subtraction,35.9,197,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0009,Govt Elementary School Block 10 Chak 9,3,math,subtraction,29.5,148,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0010,Govt Primary School Block 1 Tola 10,3,math,subtraction,36.2,91,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0011,Govt Upper Primary School Block 2 Purwa 11,3,math,subtraction,33.5,90,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,3,math,subtraction,30.8,126,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0013,Govt Middle School Block 4 Colony 13,3,math,subtraction,43.2,217,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0014,Govt Elementary School Block 5 Ward 14,3,math,subtraction,30.0,76,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0015,Govt Primary School Block 6 Basti 15,3,math,subtraction,43.5,195,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0016,Govt Upper Primary School Block 7 Khurd 16,3,math,subtraction,27.1,223,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,3,math,subtraction,26.1,221,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0018,Govt Middle School Block 9 Pura 18,3,math,subtraction,28.5,79,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0019,Govt Elementary School Block 10 Chak 19,3,math,subtraction,31.7,179,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0020,Govt Primary School Block 1 Tola 20,3,math,subtraction,29.2,176,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0021,Govt Upper Primary School Block 2 Purwa 21,3,math,subtraction,16.4,137,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,3,math,subtraction,34.2,198,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0023,Govt Middle School Block 4 Colony 23,3,math,subtraction,17.3,142,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0024,Govt Elementary School Block 5 Ward 24,3,math,subtraction,21.6,227,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0025,Govt Primary School Block 6 Basti 25,3,math,subtraction,48.9,175,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0026,Govt Upper Primary School Block 7 Khurd 26,3,math,subtraction,24.6,50,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,3,math,subtraction,36.4,91,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0028,Govt Middle School Block 9 Pura 28,3,math,subtraction,31.3,132,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0029,Govt Elementary School Block 10 Chak 29,3,math,subtraction,50.3,194,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0030,Govt Primary School Block 1 Tola 30,3,math,subtraction,31.5,53,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0031,Govt Upper Primary School Block 2 Purwa 31,3,math,subtraction,25.6,51,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0032,Panchayati Raj Primary School Block 3 Nagar 32,3,math,subtraction,4.7,125,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0033,Govt Middle School Block 4 Colony 33,3,math,subtraction,30.1,82,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0034,Govt Elementary School Block 5 Ward 34,3,math,subtraction,28.2,154,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0035,Govt Primary School Block 6 Basti 35,3,math,subtraction,41.9,69,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0036,Govt Upper Primary School Block 7 Khurd 36,3,math,subtraction,21.4,116,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0037,Panchayati Raj Primary School Block 8 Kalan 37,3,math,subtraction,52.9,215,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0038,Govt Middle School Block 9 Pura 38,3,math,subtraction,45.7,199,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0039,Govt Elementary School Block 10 Chak 39,3,math,subtraction,35.4,163,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0040,Govt Primary School Block 1 Tola 40,3,math,subtraction,30.4,80,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0041,Govt Upper Primary School Block 2 Purwa 41,3,math,subtraction,33.8,156,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0042,Panchayati Raj Primary School Block 3 Nagar 42,3,math,subtraction,25.8,97,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0043,Govt Middle School Block 4 Colony 43,3,math,subtraction,32.0,148,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0044,Govt Elementary School Block 5 Ward 44,3,math,subtraction,23.2,77,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0045,Govt Primary School Block 6 Basti 45,3,math,subtraction,26.7,239,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0046,Govt Upper Primary School Block 7 Khurd 46,3,math,subtraction,30.3,142,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0047,Panchayati Raj Primary School Block 8 Kalan 47,3,math,subtraction,38.0,189,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0000,Govt Primary School Block 1 Tola 0,5,math,division,54.5,150,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0000,Govt Primary School Block 1 Tola 0,5,reading,story,37.2,150,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,math,division,36.8,82,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,reading,story,64.4,82,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,math,division,43.1,237,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,reading,story,55.6,237,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0003,Govt Middle School Block 4 Colony 3,5,math,division,30.0,53,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0003,Govt Middle School Block 4 Colony 3,5,reading,story,62.6,53,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0004,Govt Elementary School Block 5 Ward 4,5,math,division,19.8,68,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0004,Govt Elementary School Block 5 Ward 4,5,reading,story,64.1,68,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0005,Govt Primary School Block 6 Basti 5,5,math,division,32.3,121,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0005,Govt Primary School Block 6 Basti 5,5,reading,story,55.0,121,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,math,division,35.3,224,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,reading,story,68.8,224,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,math,division,47.7,82,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,reading,story,52.0,82,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0008,Govt Middle School Block 9 Pura 8,5,math,division,42.4,89,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0008,Govt Middle School Block 9 Pura 8,5,reading,story,63.2,89,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0009,Govt Elementary School Block 10 Chak 9,5,math,division,25.4,160,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0009,Govt Elementary School Block 10 Chak 9,5,reading,story,56.5,160,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0010,Govt Primary School Block 1 Tola 10,5,math,division,44.0,180,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0010,Govt Primary School Block 1 Tola 10,5,reading,story,42.6,180,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,math,division,41.9,100,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0011,Govt Upper Primary School Block 2 Purwa 11,5,reading,story,57.5,100,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,math,division,49.4,244,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,5,reading,story,44.4,244,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0013,Govt Middle School Block 4 Colony 13,5,math,division,22.9,238,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0013,Govt Middle School Block 4 Colony 13,5,reading,story,38.8,238,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0014,Govt Elementary School Block 5 Ward 14,5,math,division,36.2,242,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0014,Govt Elementary School Block 5 Ward 14,5,reading,story,46.9,242,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0015,Govt Primary School Block 6 Basti 15,5,math,division,36.0,244,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0015,Govt Primary School Block 6 Basti 15,5,reading,story,55.3,244,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,math,division,29.1,92,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0016,Govt Upper Primary School Block 7 Khurd 16,5,reading,story,61.0,92,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,math,division,46.6,166,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,5,reading,story,55.5,166,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0018,Govt Middle School Block 9 Pura 18,5,math,division,28.0,123,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0018,Govt Middle School Block 9 Pura 18,5,reading,story,41.9,123,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0019,Govt Elementary School Block 10 Chak 19,5,math,division,25.3,71,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0019,Govt Elementary School Block 10 Chak 19,5,reading,story,45.0,71,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0020,Govt Primary School Block 1 Tola 20,5,math,division,41.4,73,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0020,Govt Primary School Block 1 Tola 20,5,reading,story,41.1,73,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,math,division,38.1,133,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0021,Govt Upper Primary School Block 2 Purwa 21,5,reading,story,56.7,133,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,math,division,27.4,185,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,5,reading,story,64.0,185,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0023,Govt Middle School Block 4 Colony 23,5,math,division,30.5,220,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0023,Govt Middle School Block 4 Colony 23,5,reading,story,58.9,220,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0024,Govt Elementary School Block 5 Ward 24,5,math,division,21.6,171,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0024,Govt Elementary School Block 5 Ward 24,5,reading,story,42.4,171,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0025,Govt Primary School Block 6 Basti 25,5,math,division,39.8,73,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0025,Govt Primary School Block 6 Basti 25,5,reading,story,57.1,73,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0026,Govt Upper Primary School Block 7 Khurd 26,5,math,division,46.1,164,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0026,Govt Upper Primary School Block 7 Khurd 26,5,reading,story,48.8,164,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,5,math,division,35.7,150,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,5,reading,story,48.6,150,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0028,Govt Middle School Block 9 Pura 28,5,math,division,40.2,235,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0028,Govt Middle School Block 9 Pura 28,5,reading,story,56.5,235,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0029,Govt Elementary School Block 10 Chak 29,5,math,division,37.1,218,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0029,Govt Elementary School Block 10 Chak 29,5,reading,story,55.9,218,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0030,Govt Primary School Block 1 Tola 30,5,math,division,35.3,232,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0030,Govt Primary School Block 1 Tola 30,5,reading,story,53.4,232,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,math,division,37.4,235,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0031,Govt Upper Primary School Block 2 Purwa 31,5,reading,story,49.9,235,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0032,Panchayati Raj Primary School Block 3 Nagar 32,5,math,division,27.5,160,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0032,Panchayati Raj Primary School Block 3 Nagar 32,5,reading,story,54.9,160,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0033,Govt Middle School Block 4 Colony 33,5,math,division,38.4,122,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0033,Govt Middle School Block 4 Colony 33,5,reading,story,52.3,122,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0034,Govt Elementary School Block 5 Ward 34,5,math,division,31.6,153,True
2018,Andhra Pradesh,Andhra Pradesh,Block 5,ANDBLO0034,Govt Elementary School Block 5 Ward 34,5,reading,story,62.8,153,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0035,Govt Primary School Block 6 Basti 35,5,math,division,43.9,215,True
2018,Andhra Pradesh,Andhra Pradesh,Block 6,ANDBLO0035,Govt Primary School Block 6 Basti 35,5,reading,story,40.2,215,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0036,Govt Upper Primary School Block 7 Khurd 36,5,math,division,24.0,114,True
2018,Andhra Pradesh,Andhra Pradesh,Block 7,ANDBLO0036,Govt Upper Primary School Block 7 Khurd 36,5,reading,story,52.5,114,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0037,Panchayati Raj Primary School Block 8 Kalan 37,5,math,division,51.8,74,True
2018,Andhra Pradesh,Andhra Pradesh,Block 8,ANDBLO0037,Panchayati Raj Primary School Block 8 Kalan 37,5,reading,story,63.5,74,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0038,Govt Middle School Block 9 Pura 38,5,math,division,39.9,247,True
2018,Andhra Pradesh,Andhra Pradesh,Block 9,ANDBLO0038,Govt Middle School Block 9 Pura 38,5,reading,story,40.3,247,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0039,Govt Elementary School Block 10 Chak 39,5,math,division,31.8,48,True
2018,Andhra Pradesh,Andhra Pradesh,Block 10,ANDBLO0039,Govt Elementary School Block 10 Chak 39,5,reading,story,49.7,48,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0040,Govt Primary School Block 1 Tola 40,5,math,division,38.1,97,True
2018,Andhra Pradesh,Andhra Pradesh,Block 1,ANDBLO0040,Govt Primary School Block 1 Tola 40,5,reading,story,52.9,97,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0041,Govt Upper Primary School Block 2 Purwa 41,5,math,division,19.3,241,True
2018,Andhra Pradesh,Andhra Pradesh,Block 2,ANDBLO0041,Govt Upper Primary School Block 2 Purwa 41,5,reading,story,57.8,241,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0042,Panchayati Raj Primary School Block 3 Nagar 42,5,math,division,28.8,233,True
2018,Andhra Pradesh,Andhra Pradesh,Block 3,ANDBLO0042,Panchayati Raj Primary School Block 3 Nagar 42,5,reading,story,53.4,233,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0043,Govt Middle School Block 4 Colony 43,5,math,division,26.6,54,True
2018,Andhra Pradesh,Andhra Pradesh,Block 4,ANDBLO0043,Govt Middle School Block 4 Colony 43,5,reading,story,58.6,54,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 1,ARUBLO0000,Govt Primary School Block 1 Tola 0,3,math,subtraction,17.6,75,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 2,ARUBLO0001,Govt Upper Primary School Block 2 Purwa 1,3,math,subtraction,19.3,149,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 3,ARUBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,3,math,subtraction,16.6,84,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 4,ARUBLO0003,Govt Middle School Block 4 Colony 3,3,math,subtraction,23.6,69,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 5,ARUBLO0004,Govt Elementary School Block 5 Ward 4,3,math,subtraction,18.0,212,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 6,ARUBLO0005,Govt Primary School Block 6 Basti 5,3,math,subtraction,37.8,177,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 7,ARUBLO0006,Govt Upper Primary School Block 7 Khurd 6,3,math,subtraction,20.1,181,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 8,ARUBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,3,math,subtraction,24.8,210,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 9,ARUBLO0008,Govt Middle School Block 9 Pura 8,3,math,subtraction,19.6,179,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 10,ARUBLO0009,Govt Elementary School Block 10 Chak 9,3,math,subtraction,20.6,65,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 1,ARUBLO0010,Govt Primary School Block 1 Tola 10,3,math,subtraction,27.0,95,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 2,ARUBLO0011,Govt Upper Primary School Block 2 Purwa 11,3,math,subtraction,18.9,190,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 3,ARUBLO0012,Panchayati Raj Primary School Block 3 Nagar 12,3,math,subtraction,18.4,166,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 4,ARUBLO0013,Govt Middle School Block 4 Colony 13,3,math,subtraction,50.1,70,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 5,ARUBLO0014,Govt Elementary School Block 5 Ward 14,3,math,subtraction,4.9,168,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 6,ARUBLO0015,Govt Primary School Block 6 Basti 15,3,math,subtraction,9.1,55,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 7,ARUBLO0016,Govt Upper Primary School Block 7 Khurd 16,3,math,subtraction,35.5,241,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 8,ARUBLO0017,Panchayati Raj Primary School Block 8 Kalan 17,3,math,subtraction,17.4,87,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 9,ARUBLO0018,Govt Middle School Block 9 Pura 18,3,math,subtraction,30.2,111,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 10,ARUBLO0019,Govt Elementary School Block 10 Chak 19,3,math,subtraction,21.8,219,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 1,ARUBLO0020,Govt Primary School Block 1 Tola 20,3,math,subtraction,25.1,227,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 2,ARUBLO0021,Govt Upper Primary School Block 2 Purwa 21,3,math,subtraction,31.4,202,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 3,ARUBLO0022,Panchayati Raj Primary School Block 3 Nagar 22,3,math,subtraction,17.4,135,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 4,ARUBLO0023,Govt Middle School Block 4 Colony 23,3,math,subtraction,21.9,60,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 5,ARUBLO0024,Govt Elementary School Block 5 Ward 24,3,math,subtraction,25.8,238,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 6,ARUBLO0025,Govt Primary School Block 6 Basti 25,3,math,subtraction,31.3,143,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 7,ARUBLO0026,Govt Upper Primary School Block 7 Khurd 26,3,math,subtraction,26.0,183,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 8,ARUBLO0027,Panchayati Raj Primary School Block 8 Kalan 27,3,math,subtraction,24.5,192,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 9,ARUBLO0028,Govt Middle School Block 9 Pura 28,3,math,subtraction,30.0,197,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 10,ARUBLO0029,Govt Elementary School Block 10 Chak 29,3,math,subtraction,25.9,81,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 1,ARUBLO0000,Govt Primary School Block 1 Tola 0,5,math,division,25.6,78,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 1,ARUBLO0000,Govt Primary School Block 1 Tola 0,5,reading,story,21.5,78,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 2,ARUBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,math,division,46.2,72,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 2,ARUBLO0001,Govt Upper Primary School Block 2 Purwa 1,5,reading,story,8.2,72,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 3,ARUBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,math,division,30.7,150,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 3,ARUBLO0002,Panchayati Raj Primary School Block 3 Nagar 2,5,reading,story,14.3,150,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 4,ARUBLO0003,Govt Middle School Block 4 Colony 3,5,math,division,45.2,224,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 4,ARUBLO0003,Govt Middle School Block 4 Colony 3,5,reading,story,13.4,224,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 5,ARUBLO0004,Govt Elementary School Block 5 Ward 4,5,math,division,15.6,172,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 5,ARUBLO0004,Govt Elementary School Block 5 Ward 4,5,reading,story,21.9,172,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 6,ARUBLO0005,Govt Primary School Block 6 Basti 5,5,math,division,30.1,69,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 6,ARUBLO0005,Govt Primary School Block 6 Basti 5,5,reading,story,17.3,69,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 7,ARUBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,math,division,28.0,165,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 7,ARUBLO0006,Govt Upper Primary School Block 7 Khurd 6,5,reading,story,10.1,165,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 8,ARUBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,math,division,20.0,226,True
2018,Arunachal Pradesh,Arunachal Pradesh,Block 8,ARUBLO0007,Panchayati Raj Primary School Block 8 Kalan 7,5,reading,story,8.0,226,True
